0,-60.384
50,-70.2756
100,-130.367
150,-71.5998
200,-134.569
250,-82.6124
300,-54.485
350,-71.9489
400,-67.982
450,-56.8271
500,-168.248
550,-153.954
600,-173.6
650,-167.835
700,171.867
750,-165.704
800,-179.02
850,-178.891
900,-177.468
950,-163.416
1000,-173.984
1050,-179.375
1100,-167.545
1150,-172.542
1200,-169.514
1250,177.387
1300,-164.459
1350,-174.417
1400,-171.228
1450,-164.849
1500,-171.705
1550,-172.749
1600,-169.987
1650,-162.294
1700,-178.676
1750,-175.135
1800,-178.515
1850,-163.251
1900,-158.549
1950,-167.879
2000,-160.152
2050,-168.004
2100,178.046
2150,-171.276
2200,-172.421
2250,-165.981
2300,-157.006
2350,-165.577
2400,-172.171
2450,-142.485
2500,-97.8385
2550,-158.856
2600,-159.735
2650,-167.78
2700,-164.974
2750,-168.079
2800,-161.323
2850,-149.901
2900,-174.85
2950,-168.451
3000,-76.3143
3050,-64.2802
3100,-68.5472
3150,-52.829
3200,-99.6555
3250,-59.1152
3300,-52.6032
3350,-124.608
3400,-169.375
3450,-157.075
3500,-64.5965
3550,-76.0257
3600,-170.589
3650,-163.129
3700,-164.505
3750,-166.961
3800,-166.788
3850,-141.353
3900,172.398
3950,-117.658
4000,-133.114
4050,-160.259
4100,-163.504
4150,-70.8976
4200,-160.765
4250,179.439
4300,-167.219
4350,-168.845
4400,-177.616
4450,175.603
4500,-162.477
4550,173.31
4600,-157.816
4650,-162.976
4700,-156.219
4750,-168.162
4800,-179.559
4850,174.379
4900,-175.449
4950,178.628
5000,-168.146
5050,176.157
5100,-178.369
5150,177.679
5200,-167.589
5250,-174.824
5300,-174.548
5350,-173.328
5400,-175.279
5450,-164.827
5500,-178.697
5550,177.535
5600,-160.813
5650,-172.286
5700,-161.75
5750,-175.691
5800,-163.422
5850,-151.197
5900,-178.764
5950,-162.846
6000,-168.991
6050,-167.828
6100,-170.804
6150,173.887
6200,-160.539
6250,178.374
6300,-176.371
6350,-166.23
6400,-159.505
6450,-169.586
6500,-179.144
6550,-170.511
6600,-174.908
